id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	0.167													24.29147	27.223	41.57522	24.65655	39.97039	28.81128																		
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.167							108.63953	107.95566	107.78297	106.8065	107.37632	109.05194																								
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	NRP2	PGF	True	True	False	curated	False	0.167								57.95087	40.59481					95.87491	78.51885					58.83461	41.47855															
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	NRP1	PGF	True	True	False	curated	False	0.167								159.96601	142.60995					144.41854	127.06248					99.77611	82.42005															
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	True	True	False	curated	False	0.167								13.42604		12.352				51.35009		50.27604				14.30978		13.23573														
CPI-SS00E3EB9FE	CNR2_ADIPOQ	simple:P34972	simple:Q15848	CNR2	ADIPOQ	True	True	False	IMEx,IntAct	False	0.167	93.42981	91.87905	92.54023	91.92586	94.21347	93.48301																														
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	EGF	NRG1	True	False	True	I2D	False	0.167		4.47268						4.12427						4.1032						4.04114						3.98551						4.29341				
CPI-SS0F4D30D5A	EGFR_EGF	simple:P00533	simple:P01133	EGFR	EGF	True	True	False	curated	False	0.167							19.63364	19.28523	19.26416	19.2021	19.14647	19.45437																								
CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	CD99	PILRA	True	False	True	curated	False	0.167				273.07127						541.95569						436.99525						277.84238						378.46356						380.61348		
CPI-SS04F90EE0D	SELE_GLG1	simple:P16581	simple:Q92896	SELE	GLG1	False	False	False	curated	False	0.167													146.27994	175.36941	161.50144	139.00078	166.48771	157.85186																		
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	EGFR	COPA	True	True	False	InnateDB-All	False	0.167							38.5242	94.16816	56.13422	52.67515	53.45068	52.88771																								
CPI-SS06ABF2F5A	SELP_CD24	simple:P16109	simple:P25063	SELP	CD24	False	False	False	curated	False	0.167													194.43347	104.22153	107.04264	84.21476	89.85501	92.21998																		
CPI-SS07F042076	EGFR_EPGN	simple:P00533	simple:Q6UW88	EGFR	EPGN	True	True	False	curated	False	0.167							24.93229	20.2158	21.74241	21.46631	23.21129	25.08751																								
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.167			37.6563						107.37325						64.37231						53.42077						36.94405						37.34007			
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.167				469.89088	681.55913	550.39066																							559.24766						493.3844	362.21593
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	HLA-E	KLRC2	False	False	True	curated	False	0.167																	1359.52793	1334.89377											1297.92646	1273.2923					1167.85462	1143.22046
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	BMP8B	PLAUR	True	False	True	InnateDB-All	False	0.167				514.69545						513.37799						513.53234						513.72659						514.0398						514.18711		
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	LTBR	LTB	False	True	False	curated	False	0.167							422.48722					263.55602	438.03429					279.10309	411.80479					252.87359												
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	True	True	False	curated	False	0.167											186.81438	90.64513											159.50531						174.58873						186.49918	90.32993
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	FN1		True	False	False	curated	True	0.167								945.57871	950.82893					210.26061	215.51082					131.64262	136.89283															
CPI-CS0DEBE7B69	IL1 receptor_IL1RN	complex:IL1 receptor	simple:P18510		IL1RN	True	True	False	curated	False	0.167				403.01112						419.21947						436.18165						402.69338						404.50721						403.32649		
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		IL1B	True	True	False	curated	False	0.167				1214.95026						1231.15862						1248.12079						1214.63252						1216.44635						1215.26563		
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	NRP1	VEGFA	True	True	False	curated	False	0.167								115.44118		114.36714				99.89371		98.81967				55.25128		54.17723														
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.167				85.16005						162.17294						117.74806						83.06109						84.33187						85.04893		
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	curated	False	0.167																			14.30935	16.38288	14.70329	13.25557	13.83836	14.76359												
CPI-SS04A8E4200	ADIPOQ_CD200R1	simple:Q15848	simple:Q8TD46	ADIPOQ	CD200R1	True	False	True	IMEx,IntAct	False	0.167						25.97679						24.42603						25.08722						24.47284						26.76045						26.02999
CPI-SC0329D5397	ICAM3_aLb2 complex	simple:P32942	complex:aLb2 complex	ICAM3		False	False	False	curated	True	0.167					260.86209	186.71794																							298.79712	224.65296					281.98146	207.8373
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	COL4A2		True	False	False	curated	True	0.167								58.88434	80.57745			59.62932		262.1755	283.86861			262.92048																		
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	0.167																			414.62043	413.59581	414.46402	419.16166	447.70475	415.10337												
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		SEMA3A	True	True	False	curated	False	0.167								13.18626	45.91094					9.47795	42.20263					10.01406	42.73874															
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	COL6A2		True	False	False	curated	True	0.167								174.07236	195.76546			174.81734		45.52735	67.22045			46.27233																		
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	0.167								186.79739		135.79903				174.60212		123.60376				87.65203		36.65367														
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	True	True	False	curated	False	0.167						199.90972						218.1011						229.62027						201.86087						206.80893						200.34217
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	0.167							9.48019		62.28671			8.97958							8.40615		61.21266			7.90553												
CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	CD47	SIRPG	False	True	False	curated	False	0.167						260.0335						216.27394						231.43559						211.39858						273.12849						237.34374
CPI-SS025C8F785	CLEC2B_KLRF1	simple:Q92478	simple:Q9NZS2	CLEC2B	KLRF1	False	True	True	curated	False	0.167					337.85395						343.7835						356.11021						351.66188						413.71724						362.8427	
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	0.167																			192.52435	191.49973	192.36794	197.06558	225.60867	193.00729												
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	True	False	True	guidetopharmacology.org	False	0.167						44.10084						42.56885						43.06512						48.54086						43.5301						43.95353
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	WNT5A	FZD1	True	False	True	curated	False	0.167								10.07189		7.90348				14.01067		11.84226				7.85947		5.69106														
CPI-SS02C418D99	WNT2_FZD2	simple:P09544	simple:Q14332	WNT2	FZD2	True	False	True	curated	False	0.167							20.38453	23.6092	19.02681	19.88184	21.48498	20.21644																								
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	CEACAM1	CEACAM8	True	False	False	curated	False	0.167													36.18808	31.17765	32.13921	31.62208	33.74765	34.33449																		
CPI-SS0F26BB901	WNT2_FZD3	simple:P09544	simple:Q9NPG1	WNT2	FZD3	True	False	True	curated	False	0.167							19.93336	18.91774	19.00465	18.63464	18.76174	20.24368																								
CPI-SS028784FC6	HLA-DPA1_TNFSF9	simple:HLADPA1	simple:P41273	HLA-DPA1	TNFSF9	True	True	False	InnateDB-All	False	0.167	1615.63833	1613.53742				1619.68471													3300.72165	3298.62074				3304.76803												
CPI-SS0AD0ED887	TNFRSF11B_TNFSF10	simple:O00300	simple:P50591	TNFRSF11B	TNFSF10	True	False	False	curated	False	0.167							54.59193	74.02269	213.90116	103.08985	80.52563	60.38704																								
CPI-SS01ECFDA18	TNFRSF10C_TNFSF10	simple:O14798	simple:P50591	TNFRSF10C	TNFSF10	True	True	False	curated	False	0.167															193.1194	82.30809		39.60529			196.46083	85.64952		42.94671												
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	0.167													33.43864	32.46607	34.15259	51.38304	32.67107	33.20637																		
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	LAIR1	LILRB4	False	True	True	curated	False	0.167				209.27702						155.46248						160.76303						301.33397						220.50819						184.6149		
CPI-SS0D00AAD2F	SEMA5A_PLXNB3	simple:Q13591	simple:Q9ULL4	SEMA5A	PLXNB3	False	False	True	curated	False	0.167			5.58553						21.34681						6.32422						5.35328						5.49311						5.70888			
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	COL4A1		True	False	False	curated	True	0.167								47.38326	69.07637			48.12824		236.25595	257.94906			237.00093																		
CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	True	False	True	curated	False	0.167							11358.26321				11195.89101	11315.08541	3457.82676				3295.45456	3414.64896																		
CPI-SS0348B76E5	CCL16_CCR1	simple:O15467	simple:P32246	CCL16	CCR1	True	False	True	curated	False	0.167				127.23106						123.28649						129.44646						122.77182						125.55414						126.40761		
CPI-SS0C23EF34B	NCAM1_GDNF	simple:P13591	simple:P39905	NCAM1	GDNF	True	True	False	I2D	False	0.167																									56.51373	55.93487	55.91184	56.11985	56.73635	56.39009						
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.167			54.30001						52.10732						28.47042						38.83147						46.65941						29.22667			
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.167			24.76234						27.69387						42.04609						25.12742						40.44126						29.28215			
CPI-CS0023FA839	CD94:NKG2E_HLA-E	complex:CD94:NKG2E	simple:P13747		HLA-E	False	True	False	curated	False	0.167																											1395.17282		1333.57136	1203.49951			1352.65307		1291.05161	1160.97976
CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ADORA3	ENTPD1	False	True	False	curated	False	0.167																			90.11481	77.83124	91.83254	84.55971	78.17394	95.53379												
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		HLA-E	False	True	False	curated	False	0.167																											1359.52793		1297.92646	1167.85462			1334.89377		1273.2923	1143.22046
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	CDH1	KLRG1	False	False	True	curated	False	0.167						42.83913						47.53579						42.31222						41.61901						42.23504						42.94148
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.167			55.21108						53.0184						29.3815						39.74255						47.57049						30.13775			
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	curated	False	0.167			25.67342						28.60495						42.95717						26.0385						41.35234						30.19323			
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		IL6	True	True	False	curated	False	0.167		57.74207						48.19226						52.97229						59.40904						50.17172						66.14282				
CPI-SS093922D5A	CCL16_CCR2	simple:O15467	simple:P41597	CCL16	CCR2	True	False	True	curated	False	0.167				58.79519						54.85063						61.01059						54.33596						57.11827						57.97174		
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	COL14A1		True	False	False	curated	True	0.167							53.25017	55.88926	61.46654	52.36632	52.96924	54.60183																								
CPI-SS0C1F25516	CD8A_CEACAM5	simple:P01732	simple:P06731	CD8A	CEACAM5	True	True	False	curated	False	0.167																															522.93992	520.92732	521.37221	521.24408	522.90415	522.95043
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	0.194														189.68604	199.08318	188.36139				78.87473	88.27187	77.55008											45.56907			
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	0.194				77.91885						75.02016						78.47917						85.4676		45.34303				77.47857						77.74828		
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	True	curated	False	0.194	151.14973		146.53027	156.39733	181.54583	184.56688																	102.89372	105.91477												
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	COL4A4		True	False	False	curated	True	0.194	4.79679	7.43588	13.01316			6.14845		7.50836	13.08563			6.22093																								
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	0.194																												146.95058			112.19053	111.21796	112.90448	130.13493	111.42296	111.95826
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	curated	False	0.194										13.13183	35.78063	8.98224		18.36758		18.29471	40.9435	14.14512																		
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	KLRB1	CLEC2D	False	True	True	curated	False	0.194																									1076.48841	995.23128	996.29263	994.98762	1050.97804	1110.12494						229.14286
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	CXCR6	CXCL16	True	True	True	guidetopharmacology.org	False	0.194																												323.35381			170.1822	168.7924	164.12966	353.255	160.98843	164.28482
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	0.194							61.93417	64.57326	70.15054	61.05032	61.65324	63.28583			10.56315																					
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	CD44	HBEGF	True	True	True	I2D,InnateDB-All	False	0.194																					193.00064	197.27671					219.62954	223.9056				168.96871	212.09621	216.37227		
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0.194							56.55132	62.33221	62.5698	53.9366	56.20117			11.0649	11.30248																					
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	MIF	TNFRSF10D	True	False	True	I2D,IntAct	False	0.194									418.92107					483.60354	493.00068	482.27889				576.97207	586.36922	575.64742														
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	0.194						202.51046												225.2753				209.79327	218.15799	266.99682						192.43891						179.23391
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	CD28	CD86	False	False	True	curated	False	0.194				75.91741						75.33161						75.40882						83.8773						75.54266			60.65521			119.87082		
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	JAM2		False	False	False	curated	True	0.194						67.03269						73.73906	81.2177				87.73901	103.41825												66.04385						65.73325
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	PVR	TNFSF9	True	True	False	InnateDB-All	False	0.194							22.74018	20.63927				26.78656	34.25935	32.15844				38.30573												15.49438						
CPI-SC0EB8DC52F	CD47_SIRB1 complex	simple:Q08722	complex:SIRB1 complex	CD47		False	True	True	curated	False	0.222				140.04284		83.85762				96.28327						111.44492						91.40791						153.13783		96.95261				117.35307		
CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	CD52	SIGLEC10	True	False	False	curated	False	0.222	827.23042	786.122	791.37603	832.55361	793.88915	793.87431																									580.32618			585.64937		
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	FGF2		True	False	False	curated	True	0.222								9.64883	12.06384					6.12907	8.54408					6.01041	8.42543											6.29864	8.71365			
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	CDH1		False	False	False	curated	True	0.222			11.53346					10.65285	16.23012			9.36541			11.00655						10.31335						10.92938						11.63582			
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	curated	False	0.222					56.75618				42.74912		94.0938				21.92509		73.26977						56.16966						56.54019						59.6482	
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	TNF	NOTCH1	True	False	True	I2D	False	0.222																			76.37006	79.3016	93.65381	76.73514	92.04898	80.88987									53.52924		51.92441	
CPI-SS09C917D22	TNF_FLT4	simple:P01375	simple:P35916	TNF	FLT4	True	False	True	InnateDB-All	False	0.222			109.72307																72.54081	72.38869	157.3379	72.1784	72.98737	73.73164									117.21333			
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	0.222																			75.09789	83.46351	82.43065	74.24952	74.28961	75.50739								43.33894	42.30608			
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		HLA-E	False	True	False	curated	False	0.222																									1301.66627		1781.97542	1288.84659	1720.37395	1590.30211			1326.89737		1265.2959	1135.22406
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	FBN1		True	False	False	curated	True	0.222								182.37888	248.6534	127.80896	120.63579			96.41882	162.69335	41.8489	34.67573																			
CPI-CS04CBDE052	IL10 receptor_IL10	complex:IL10 receptor	simple:P22301		IL10	True	True	False	curated	False	0.222				147.00804						153.78538						152.46586			96.40756			197.48716		111.16165				139.82198						160.56159		
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	True	False	True	InnateDB-All	False	0.222		69.28561		48.92354										92.05044		71.68837				133.77197		113.4099				59.21406						46.00906				
